{0,39,.0,1.0,.564,.035,.002,.003,.006,.005,.007,.009,.009,.008,.006,.004,.003,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.436,.956,.731,.253,.052,.018,.018,.021,.030,.039,.044,.041,.035,.029,.022,.016,.012,.009,.008,.007,.006,.006,.005,.005,.005,.004,.004,.004,.004,.003,.003,.004,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.009,.265,.668,.666,.420,.170,.065,.035,.032,.037,.050,.061,.065,.059,.050,.040,.031,.024,.019,.016,.013,.012,.010,.010,.009,.008,.007,.007,.007,.007,.008,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.002,.074,.241,.445,.561,.472,.273,.129,.068,.047,.047,.056,.068,.074,.070,.062,.052,.042,.033,.026,.022,.018,.016,.014,.013,.011,.011,.010,.010,.008,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.002,.033,.097,.193,.320,.447,.457,.335,.184,.101,.067,.057,.061,.070,.079,.079,.071,.060,.049,.039,.032,.026,.022,.020,.017,.015,.014,.013,.010,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.002,.014,.043,.088,.149,.233,.339,.407,.356,.234,.133,.085,.067,.064,.071,.081,.084,.078,.067,.056,.045,.037,.031,.025,.022,.020,.018,.018,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.0,.001,.008,.021,.042,.071,.114,.172,.255,.338,.351,.272,.168,.103,.076,.068,.072,.081,.086,.083,.075,.064,.051,.042,.035,.029,.026,.020,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.0,.0,.001,.004,.011,.022,.037,.058,.087,.127,.190,.271,.326,.298,.207,.127,.086,.072,.072,.079,.087,.089,.082,.070,.058,.047,.041,.037,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.0,.0,.0,.001,.003,.007,.013,.021,.032,.046,.067,.098,.147,.215,.286,.303,.244,.159,.102,.078,.072,.078,.086,.090,.086,.078,.067,.056,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.001,.002,.005,.009,.013,.018,.026,.037,.052,.077,.114,.170,.241,.291,.270,.197,.123,.086,.074,.075,.083,.091,.093,.082,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.001,.002,.004,.006,.009,.012,.016,.022,.030,.042,.061,.090,.134,.197,.262,.281,.229,.154,.102,.079,.075,.082,.086,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.001,.001,.003,.004,.006,.008,.011,.014,.019,.025,.035,.049,.071,.107,.160,.227,.272,.259,.190,.125,.088,.076,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.001,.001,.002,.003,.004,.006,.008,.010,.012,.016,.021,.028,.039,.057,.084,.128,.189,.250,.266,.230,.182,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.001,.001,.002,.003,.004,.005,.006,.007,.009,.011,.014,.018,.023,.032,.045,.067,.104,.156,.212,.260,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.001,.001,.002,.002,.003,.003,.004,.005,.006,.008,.009,.011,.015,.020,.027,.038,.054,.079,.112,.0,.0,.0,.0,.0,.0}:
{0,39,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.001,.001,.001,.002,.002,.003,.003,.004,.005,.006,.007,.008,.010,.013,.017,.023,.029,.040,.0,.0,.0,.0,.0,.0};
