-1 0.068467 0.0680189 0.0694114 0.0457273 0.0460543 0.0461743
-0.996 0.0685367 0.0680881 0.069482 0.0457739 0.0461011 0.0462213
-0.992 0.0686058 0.0681567 0.069552 0.0458201 0.0461475 0.0462678
-0.988 0.0686743 0.0682246 0.0696214 0.0458658 0.0461935 0.0463139
-0.984 0.0687421 0.068292 0.0696901 0.0459111 0.0462391 0.0463596
-0.98 0.0688093 0.0683587 0.0697582 0.045956 0.0462843 0.0464049
-0.976 0.068876 0.0684248 0.0698256 0.0460005 0.046329 0.0464498
-0.972 0.0689419 0.0684903 0.0698925 0.0460446 0.0463734 0.0464942
-0.968 0.0690073 0.0685552 0.0699587 0.0460882 0.0464173 0.0465383
-0.964 0.0690721 0.0686195 0.0700243 0.0461315 0.0464608 0.0465819
-0.96 0.0691363 0.0686832 0.0700893 0.0461744 0.0465039 0.0466252
-0.956 0.0705479 0.0700727 0.0714751 0.0467525 0.0470741 0.0471965
-0.952 0.0729882 0.0724745 0.0738691 0.0477393 0.0480466 0.0481711
-0.948 0.0754061 0.0748543 0.0762413 0.0487171 0.0490102 0.0491368
-0.944 0.0778018 0.0772123 0.0785917 0.0496859 0.0499649 0.0500936
-0.94 0.0801756 0.0795487 0.0809205 0.0506458 0.0509109 0.0510416
-0.936 0.0825277 0.0818637 0.0832281 0.0515969 0.0518482 0.0519809
-0.932 0.0848581 0.0841574 0.0855144 0.0525393 0.0527769 0.0529117
-0.928 0.0871672 0.0864301 0.0877798 0.0534731 0.0536971 0.0538339
-0.924 0.0894551 0.0886819 0.0900244 0.0543982 0.0546089 0.0547476
-0.92 0.0917221 0.0909131 0.0922484 0.055315 0.0555123 0.0556529
-0.916 0.0939683 0.0931239 0.0944521 0.0562233 0.0564074 0.05655
-0.912 0.0961939 0.0953144 0.0966355 0.0571232 0.0572944 0.0574388
-0.908 0.098399 0.0974848 0.098799 0.058015 0.0581732 0.0583195
-0.904 0.100584 0.0996353 0.100943 0.0588985 0.0590439 0.0591921
-0.9 0.102749 0.101766 0.103066 0.059774 0.0599067 0.0600568
-0.896 0.104894 0.103877 0.105171 0.0606414 0.0607615 0.0609134
-0.892 0.107019 0.105969 0.107256 0.0615009 0.0616085 0.0617623
-0.888 0.109125 0.108042 0.109322 0.0623524 0.0624477 0.0626033
-0.884 0.111212 0.110096 0.111369 0.0631962 0.0632793 0.0634367
-0.88 0.113279 0.112131 0.113398 0.0640323 0.0641032 0.0642624
-0.876 0.115328 0.114147 0.115407 0.0648607 0.0649196 0.0650805
-0.872 0.117358 0.116145 0.117399 0.0656815 0.0657285 0.0658911
-0.868 0.119369 0.118124 0.119372 0.0664947 0.0665299 0.0666943
-0.864 0.121362 0.120085 0.121327 0.0673005 0.0673241 0.0674901
-0.86 0.123336 0.122029 0.123264 0.0680989 0.0681109 0.0682787
-0.856 0.125292 0.123954 0.125183 0.06889 0.0688905 0.06906
-0.852 0.127231 0.125862 0.127085 0.0696739 0.069663 0.0698341
-0.848 0.129151 0.127752 0.128969 0.0704505 0.0704284 0.0706012
-0.844 0.131054 0.129625 0.130836 0.0712201 0.0711868 0.0713612
-0.84 0.13294 0.131481 0.132686 0.0719826 0.0719382 0.0721142
-0.836 0.134808 0.13332 0.134519 0.0727381 0.0726827 0.0728604
-0.832 0.136659 0.135142 0.136335 0.0734866 0.0734204 0.0735997
-0.828 0.138494 0.136947 0.138134 0.0742283 0.0741514 0.0743322
-0.824 0.140311 0.138736 0.139917 0.0749632 0.0748756 0.075058
-0.82 0.142112 0.140508 0.141684 0.0756914 0.0755933 0.0757771
-0.816 0.143896 0.142264 0.143434 0.0764129 0.0763043 0.0764897
-0.812 0.145664 0.144004 0.145169 0.0771278 0.0770088 0.0771957
-0.808 0.147415 0.145728 0.146887 0.0778361 0.0777068 0.0778953
-0.804 0.149151 0.147437 0.14859 0.0785379 0.0783985 0.0785884
-0.8 0.150871 0.149129 0.150277 0.0792333 0.0790838 0.0792752
-0.796 0.152574 0.150806 0.151949 0.0799223 0.0797628 0.0799557
-0.792 0.154263 0.152468 0.153605 0.080605 0.0804356 0.08063
-0.788 0.155935 0.154114 0.155246 0.0812815 0.0811023 0.081298
-0.784 0.157593 0.155746 0.156872 0.0819517 0.0817628 0.08196
-0.78 0.159235 0.157362 0.158483 0.0826158 0.0824172 0.0826158
-0.776 0.160862 0.158963 0.16008 0.0832738 0.0830657 0.0832657
-0.772 0.162475 0.16055 0.161662 0.0839258 0.0837082 0.0839096
-0.768 0.164072 0.162123 0.163229 0.0845718 0.0843449 0.0845476
-0.764 0.165655 0.163681 0.164782 0.0852119 0.0849756 0.0851798
-0.76 0.167223 0.165224 0.16632 0.0858461 0.0856007 0.0858061
-0.756 0.168777 0.166754 0.167845 0.0864745 0.0862199 0.0864267
-0.752 0.170317 0.168269 0.169356 0.0870971 0.0868335 0.0870417
-0.748 0.171843 0.169771 0.170852 0.087714 0.0874415 0.0876509
-0.744 0.173354 0.171258 0.172335 0.0883253 0.0880439 0.0882546
-0.74 0.174852 0.172733 0.173805 0.088931 0.0886408 0.0888528
-0.736 0.176336 0.174193 0.175261 0.0895311 0.0892322 0.0894455
-0.732 0.177807 0.17564 0.176703 0.0901257 0.0898182 0.0900327
-0.728 0.179264 0.177074 0.178133 0.0907148 0.0903988 0.0906146
-0.724 0.180707 0.178495 0.179549 0.0912986 0.0909741 0.0911911
-0.72 0.182137 0.179903 0.180952 0.091877 0.0915441 0.0917624
-0.716 0.183555 0.181298 0.182342 0.0924501 0.0921089 0.0923284
-0.712 0.184959 0.18268 0.18372 0.0930179 0.0926685 0.0928892
-0.708 0.18635 0.184049 0.185085 0.0935806 0.093223 0.0934449
-0.704 0.187729 0.185406 0.186438 0.0941381 0.0937724 0.0939954
-0.7 0.189095 0.186751 0.187778 0.0946904 0.0943167 0.094541
